id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
2011000020,20140826T000000,3,1.75,1630.0,5999,1.5,0,0.0,4,,1630,0,1985,0,98198,47.3816,-122.313,1540,7500,2.65
216500040,20150226T000000,3,2.5,2740.0,7980,2.0,0,0.0,4,7.0,2740,0,1964,0,98168,47.473,-122.3,1470,8611,2.59
3260350090,20141112T000000,4,3.0,2910.0,8540,2.0,0,0.0,3,9.0,2910,0,2003,0,98059,47.5223,-122.156,3040,6091,7.01
7346600092,20140730T000000,2,2.0,1440.0,8425,1.0,0,0.0,4,6.0,1440,0,1942,1983,98168,47.4831,-122.296,1430,12037,3.272
7504010900,20140926T000000,3,2.25,2520.0,12000,1.0,0,0.0,3,10.0,2520,0,1978,0,98074,47.6381,-122.062,2510,12000,5.985
9117000170,20150505T000000,4,2.25,1810.0,9240,2.0,0,0.0,3,7.0,1810,0,1961,0,98055,47.4362,-122.187,1660,9240,2.68643
4022900951,20150402T000000,2,1.0,910.0,22725,1.0,0,0.0,1,6.0,910,0,1926,0,98155,47.7712,-122.299,2000,14566,3.05
1124000050,20140729T000000,4,1.0,1260.0,8505,1.5,0,0.0,5,7.0,1260,0,1951,0,98177,47.7181,-122.371,1480,8100,4.61
2204500550,20140717T000000,4,1.0,1800.0,12485,1.0,0,0.0,5,7.0,950,850,1955,0,98006,47.5729,-122.147,1290,9840,4.25
5498100010,20150324T000000,4,2.5,1940.0,4517,1.0,0,0.0,3,8.0,1190,750,2010,0,98028,47.776,-122.26,1910,10410,4.25
2721600125,20150205T000000,5,2.75,2560.0,5618,1.5,0,2.0,3,8.0,2220,340,1923,0,98109,47.6416,-122.355,2740,4000,11.75
3447000100,20150422T000000,4,2.5,2250.0,10696,2.0,0,0.0,3,,2250,0,1996,0,98006,47.5715,-122.128,2340,13286,6.45
2215902010,20140507T000000,3,2.5,1600.0,7000,2.0,0,0.0,4,8.0,1600,0,1993,0,98038,47.3534,-122.057,1700,7000,2.75
7853400250,20140604T000000,4,3.5,,5260,2.0,0,0.0,3,9.0,2910,0,2012,0,98065,47.5168,-121.883,2910,5260,6.1
2222039011,20141103T000000,5,1.75,2080.0,217800,1.0,0,0.0,5,7.0,2080,0,1963,0,98070,47.3884,-122.404,1670,213008,4.8
3798000130,20140725T000000,4,1.75,2250.0,8580,1.0,0,0.0,4,7.0,1330,920,1958,0,98011,47.7633,-122.199,2250,10032,4.68
1703050200,20140806T000000,4,2.5,2620.0,5450,2.0,0,0.0,3,9.0,2620,0,2001,0,98074,47.6301,-122.019,2590,5371,6.48
6788200360,20140903T000000,3,2.25,2180.0,4200,1.5,0,0.0,5,8.0,1520,660,1939,0,98112,47.6412,-122.302,1850,4200,7.27
2807100156,20140703T000000,2,1.0,1190.0,6200,1.0,0,0.0,3,7.0,1190,0,1948,0,98133,47.7634,-122.34,1470,7800,2.9595
1326069151,20150224T000000,3,1.75,2160.0,22702,1.0,0,0.0,4,7.0,2160,0,1981,0,98019,47.7355,-121.982,1820,22687,2.6
9415950020,20140608T000000,4,2.5,1811.0,4381,2.0,0,0.0,3,8.0,1811,0,2007,0,98055,47.454,-122.19,1811,4150,2.6
818100030,20141204T000000,4,2.5,1930.0,7014,2.0,0,0.0,3,8.0,1930,0,1994,0,98042,47.3921,-122.163,1990,7920,3.1
7156200005,20150402T000000,3,1.0,1740.0,9163,1.0,0,0.0,3,7.0,1740,0,1954,0,98125,47.705,-122.299,1490,6509,5.75
2767704525,20150327T000000,3,2.75,2610.0,5000,2.0,0,0.0,4,7.0,1710,900,1946,0,98107,47.6729,-122.373,1500,5000,6.08
222069029,20150219T000000,2,1.75,1780.0,224769,1.0,0,0.0,4,8.0,1780,0,1976,0,98038,47.4158,-122.002,2060,71560,5.35
2424059174,20150508T000000,4,3.25,5640.0,35006,2.0,0,2.0,3,11.0,4900,740,2015,0,98006,47.5491,-122.104,4920,35033,19.9995
7904700134,20140626T000000,3,3.25,1370.0,913,2.0,0,0.0,3,8.0,1100,270,2006,0,98116,47.5636,-122.388,1370,915,3.9
6600000330,20140627T000000,3,1.5,1200.0,6240,1.0,0,0.0,3,8.0,1030,170,1952,0,98112,47.6222,-122.287,2810,6240,7.185
8100000080,20140813T000000,3,1.75,1070.0,7200,1.0,0,0.0,3,7.0,1070,0,1994,0,98010,47.3129,-122.023,1280,7200,2.244
8081900101,20140528T000000,4,2.25,2410.0,4560,2.0,0,2.0,5,9.0,1800,610,1929,0,98117,47.6796,-122.402,2150,5100,9.6
4139490190,20140711T000000,4,3.5,4410.0,12426,2.0,0,2.0,3,12.0,3420,990,1996,0,98006,47.5518,-122.107,4090,12127,15.0
4054560120,20141008T000000,3,3.5,3840.0,53696,2.0,0,0.0,3,9.0,3840,0,1996,0,98077,47.7322,-122.035,3810,35181,9.7
869700050,20150120T000000,3,2.5,1490.0,4078,2.0,0,0.0,3,8.0,1490,0,1998,0,98059,47.4915,-122.155,1310,2767,3.16
7942601810,20141210T000000,3,1.5,,4370,1.5,0,0.0,3,8.0,2120,0,1904,0,98122,47.606,-122.307,1960,5120,7.335
3630120970,20140922T000000,3,3.25,3310.0,5000,2.0,0,0.0,3,9.0,3310,0,2006,0,98029,47.5558,-122.001,2670,4907,7.7
993001914,20150106T000000,3,2.25,1250.0,1033,3.0,0,0.0,3,8.0,1250,0,2007,0,98103,47.6907,-122.343,1250,1150,3.44
3278613060,20140805T000000,4,2.5,1900.0,2766,2.0,0,0.0,3,8.0,1900,0,2014,0,98106,47.543,-122.368,1900,2604,4.25
1923069078,20140805T000000,4,3.25,3180.0,194278,2.0,0,0.0,3,10.0,3180,0,2005,0,98059,47.4711,-122.084,2200,178160,8.9
7101100055,20150303T000000,3,1.75,2360.0,8290,1.0,0,0.0,4,7.0,1180,1180,1950,0,98115,47.6738,-122.281,1880,7670,7.53
7708210050,20140610T000000,5,2.75,2880.0,8364,2.0,0,0.0,3,9.0,2880,0,2006,0,98059,47.4893,-122.147,3010,8296,5.25
8651611690,20140620T000000,3,3.25,3240.0,8338,2.0,0,0.0,3,9.0,3240,0,2001,0,98074,47.6321,-122.064,3420,8405,8.12
1508210230,20150428T000000,3,2.25,1800.0,6875,1.0,0,0.0,4,8.0,1230,570,1974,0,98052,47.6773,-122.11,1800,8749,5.67
623049185,,5,1.0,1590.0,6700,1.5,0,0.0,3,6.0,1090,500,1942,0,98146,47.5075,-122.35,1370,8040,1.85
2769600590,20141016T000000,8,4.0,4020.0,7500,1.0,0,0.0,3,,2010,2010,1968,0,98107,47.6732,-122.363,1560,3737,9.0
9264910100,,5,2.25,3120.0,10400,2.0,0,0.0,3,8.0,3120,0,1980,0,98023,47.3097,-122.34,2160,8267,3.415
3226049080,20150224T000000,2,1.0,1030.0,12350,1.5,0,0.0,3,7.0,1030,0,1942,0,98115,47.6984,-122.324,1790,6900,3.97
2212700180,20150319T000000,3,1.75,1460.0,10000,1.0,0,0.0,4,8.0,1460,0,1967,0,98092,47.342,-122.195,1930,14175,2.6
1601600167,,5,2.75,2410.0,5003,1.0,0,0.0,3,7.0,1410,1000,2008,0,98118,47.5298,-122.274,1590,5003,3.65
7732501000,20140617T000000,4,2.75,3150.0,38865,1.0,0,0.0,3,10.0,2480,670,1986,0,98052,47.7302,-122.106,3150,35880,8.54
8651511250,20150415T000000,3,2.25,1960.0,10139,2.0,0,0.0,3,8.0,1960,0,1984,0,98074,47.6481,-122.061,2080,9753,6.05
8662500130,20141209T000000,4,2.5,1790.0,5257,2.0,0,0.0,3,7.0,1790,0,1996,0,98030,47.3849,-122.204,1680,5320,2.511
1061500360,,5,1.5,2040.0,11772,1.0,0,0.0,4,,1030,1010,1963,0,98056,47.5015,-122.166,1560,9435,2.87
4311700120,20150317T000000,3,1.0,880.0,18109,1.0,0,0.0,4,6.0,880,0,1970,0,98042,47.3634,-122.101,940,11193,1.05
6131600285,20141024T000000,4,1.0,1230.0,8636,1.5,0,0.0,4,6.0,1230,0,1954,0,98002,47.3231,-122.219,1168,8316,1.955
1024000109,20140710T000000,2,1.0,740.0,4459,1.0,0,,3,5.0,740,0,1915,0,98116,47.5704,-122.409,1490,4700,2.95
6143600555,20140609T000000,4,1.75,1300.0,21000,1.0,0,0.0,4,7.0,1300,0,1969,0,98001,47.3067,-122.285,2120,9920,2.2995
5141000510,20140915T000000,4,3.75,2220.0,3797,1.5,0,0.0,4,6.0,1330,890,1917,0,98108,47.5574,-122.315,1490,4340,3.92
4174600072,20141223T000000,4,3.5,2710.0,5722,2.0,0,0.0,4,,2040,670,1997,0,98108,47.5591,-122.302,2500,5722,5.395
3630080120,20140919T000000,3,2.5,1400.0,1529,2.0,0,0.0,3,7.0,1400,0,2005,0,98029,47.5535,-121.997,1440,1536,3.58
2011400230,20140626T000000,5,3.0,3690.0,49709,1.0,0,2.0,3,9.0,2690,1000,1960,0,98198,47.3908,-122.32,2590,8691,5.75
5422950020,20140630T000000,4,2.5,2280.0,5000,2.0,0,0.0,3,7.0,2280,0,2006,0,98038,47.3593,-122.037,2910,5000,3.45
1357300240,20141027T000000,3,1.75,1320.0,7200,1.0,0,0.0,4,7.0,1320,0,1977,0,98028,47.7341,-122.237,1750,7260,3.335
8687800100,20140713T000000,3,1.75,1720.0,13104,1.0,0,0.0,4,7.0,1720,0,1962,0,98168,47.4709,-122.26,1840,13104,2.85
8825900410,20150218T000000,4,2.5,2910.0,4680,1.5,0,,5,9.0,1850,1060,1937,0,98115,47.6745,-122.31,1960,4120,9.45
7760400420,20140718T000000,3,2.0,1590.0,8670,1.0,0,0.0,3,7.0,1590,0,1994,0,98042,47.3725,-122.073,1590,9253,2.55
8001400300,20150316T000000,4,2.5,2130.0,9013,2.0,0,0.0,3,8.0,2130,0,1988,0,98001,47.3208,-122.273,2350,8982,3.1
3013300409,20150312T000000,2,1.0,1220.0,6300,1.0,0,0.0,3,7.0,760,460,1942,0,98136,47.5299,-122.387,1850,4886,4.0
8943600870,20141113T000000,4,2.25,1763.0,3717,2.0,0,0.0,3,8.0,1763,0,2012,0,98031,47.4213,-122.194,1763,3666,3.05
1235700052,20140630T000000,4,3.25,3530.0,8589,2.0,0,0.0,3,10.0,3530,0,2007,0,98033,47.6975,-122.195,2470,9019,9.63
8074200185,20140825T000000,3,2.75,2120.0,7650,1.0,0,,4,7.0,2120,0,1958,0,98056,47.4923,-122.178,1180,7650,3.7
2206700295,20140915T000000,3,1.0,1210.0,9473,1.0,0,0.0,5,7.0,1210,0,1955,0,98006,47.5637,-122.139,1700,11465,4.53
3362401611,20150325T000000,4,3.75,3920.0,4500,3.0,0,0.0,3,8.0,3920,0,2013,0,98103,47.6805,-122.346,2040,3000,11.65
9510900140,20150406T000000,4,2.5,1900.0,7000,1.0,0,0.0,2,7.0,1420,480,1968,0,98023,47.3092,-122.376,1600,7600,3.05
7694600253,20140506T000000,4,2.0,1300.0,7054,1.0,0,0.0,3,7.0,1300,0,1950,2013,98146,47.5071,-122.369,1560,7100,3.12
46100504,20140617T000000,4,3.75,4100.0,22798,1.5,0,3.0,5,11.0,2540,1560,1934,1979,98040,47.5648,-122.21,3880,18730,20.27
9818700320,20141007T000000,3,2.0,2005.0,7000,1.0,0,0.0,3,7.0,1605,400,1980,0,98122,47.6039,-122.298,1750,4500,4.91
2481610170,20140609T000000,4,2.25,3160.0,34560,1.0,0,0.0,4,10.0,3160,0,1981,0,98072,47.7337,-122.132,3530,38045,9.65
7625704510,,4,3.25,3450.0,6500,2.0,0,0.0,3,8.0,2450,1000,1994,0,98136,47.5437,-122.388,1750,6500,8.5
1421069123,20140909T000000,3,1.0,1020.0,9147,1.0,0,0.0,4,6.0,1020,0,1900,1965,98010,47.3127,-122.002,1600,9700,2.14
1938400300,20140708T000000,4,2.25,2600.0,6390,1.0,0,0.0,3,8.0,1390,1210,1978,0,98023,47.3174,-122.366,2110,6700,2.45
7334501130,20141201T000000,3,2.0,930.0,11475,1.0,0,0.0,3,,930,0,1978,0,98045,47.4644,-121.745,1280,11250,2.55
7203170190,20140619T000000,4,2.5,2650.0,6884,2.0,0,0.0,3,8.0,2650,0,2012,0,98053,47.6901,-122.015,2520,5866,7.3499
6137500310,20150213T000000,5,4.0,4420.0,36342,2.0,0,0.0,5,10.0,2740,1680,1982,0,98007,47.6468,-122.151,3720,37034,13.15
1939100560,20150116T000000,4,2.5,2620.0,8312,2.0,0,0.0,3,9.0,2620,0,1990,0,98074,47.6272,-122.033,2260,8515,7.4995
2218000335,20140707T000000,3,1.75,1320.0,2500,1.0,0,0.0,3,7.0,870,450,1918,0,98105,47.6681,-122.305,1580,2750,5.3
3221059044,20140523T000000,4,3.5,4220.0,196817,2.0,0,0.0,3,10.0,4220,0,1993,0,98092,47.2642,-122.187,2500,195395,7.9995
5561300640,20150506T000000,3,2.25,1910.0,35015,1.0,0,0.0,4,8.0,1430,480,1977,0,98027,47.4672,-122.006,2340,36680,5.32
2222059052,20150227T000000,3,2.5,2529.0,9653,2.0,0,0.0,3,7.0,2529,0,2012,0,98042,47.3738,-122.161,2533,6125,3.7095
1604730150,20141014T000000,5,3.0,2800.0,5700,2.0,0,0.0,3,8.0,2800,0,2014,0,98059,47.4969,-122.145,2910,5349,6.39983
1326059070,20140708T000000,3,1.75,1180.0,16552,1.0,0,0.0,4,7.0,1180,0,1967,0,98072,47.7426,-122.116,2780,45302,3.9
2787460720,20150506T000000,3,2.0,1010.0,7896,1.0,0,0.0,3,7.0,1010,0,1984,0,98031,47.4046,-122.181,1540,7896,2.5995
806800420,20141023T000000,3,2.5,2070.0,6145,2.0,0,0.0,3,7.0,2070,0,2003,0,98092,47.3357,-122.172,2070,5297,2.8995
1000102,20150422T000000,6,3.0,,9373,2.0,0,0.0,3,7.0,2400,0,1991,0,98002,47.3262,-122.214,2060,7316,3.0
6126500060,20141124T000000,3,1.75,2080.0,5969,1.0,0,2.0,3,7.0,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,3.2995
3276920270,20141105T000000,4,4.0,3430.0,35102,2.0,0,0.0,4,10.0,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,8.325
5101400934,20150424T000000,2,1.0,810.0,4368,1.0,0,0.0,3,6.0,810,0,1958,0,98115,47.6915,-122.312,1890,5253,4.5
7732410120,20140819T000000,4,2.5,2690.0,8036,2.0,0,0.0,4,9.0,2690,0,1987,0,98007,47.6596,-122.144,2420,8087,7.9
7338402850,20141126T000000,4,3.0,1800.0,2500,2.0,0,0.0,3,7.0,1800,0,2000,0,98108,47.5333,-122.294,1830,6900,2.5
5710500010,20140610T000000,3,2.0,2220.0,10275,2.0,0,0.0,3,9.0,1640,580,1980,0,98027,47.5304,-122.055,2300,9975,4.9
1425059178,20140507T000000,3,2.0,1760.0,9055,2.0,0,0.0,4,7.0,1760,0,1985,0,98052,47.6534,-122.128,2010,9383,4.6
1430800191,20150213T000000,3,1.0,1110.0,6060,1.0,0,0.0,3,6.0,1110,0,1949,0,98166,47.4705,-122.352,1480,8100,2.79
3758900023,20140521T000000,4,3.25,3810.0,8519,1.0,0,1.0,3,10.0,2680,1130,2007,0,98033,47.699,-122.207,3240,10748,11.3
7504110780,20140516T000000,4,2.5,3160.0,11380,2.0,0,0.0,3,9.0,3160,0,1983,0,98074,47.6318,-122.039,2970,10385,6.45
2594200375,20150330T000000,3,1.75,1240.0,7200,1.0,0,0.0,5,7.0,1240,0,1942,0,98136,47.5142,-122.389,1640,7200,4.275
3034200660,20140619T000000,3,2.5,2120.0,7201,2.0,0,0.0,3,,2120,0,2003,0,98133,47.7174,-122.337,1930,7206,5.07
7468900270,20140729T000000,3,1.0,1090.0,10114,1.0,0,0.0,4,7.0,1090,0,1955,0,98002,47.2975,-122.223,1380,7800,1.4
4083304355,20150318T000000,4,1.75,1530.0,3615,1.5,0,0.0,4,7.0,1530,0,1913,0,98103,47.6529,-122.334,1650,4200,6.75
7129303970,20150304T000000,2,1.0,1280.0,5500,1.0,0,0.0,3,7.0,1280,0,1949,0,98118,47.5179,-122.264,1270,5500,2.3995
1337800855,20150512T000000,3,1.5,2200.0,2880,2.0,0,0.0,5,7.0,1440,760,1904,0,98112,47.6308,-122.312,2440,4640,8.85
2730500140,20150423T000000,4,1.75,1890.0,9623,1.0,0,0.0,4,7.0,1290,600,1969,0,98001,47.2901,-122.279,1510,9711,3.1495
3303960060,20140619T000000,5,3.5,3990.0,9938,2.0,0,0.0,3,11.0,3990,0,2001,0,98059,47.5198,-122.156,3490,11734,10.68
1081330210,20140911T000000,4,2.25,2150.0,27345,2.0,0,0.0,5,8.0,2150,0,1976,0,98059,47.469,-122.121,2200,11923,4.1
9523102580,20140523T000000,3,2.75,1960.0,2500,1.5,0,0.0,5,7.0,1410,550,1926,0,98103,47.6744,-122.353,2040,5000,5.99
2131700900,20140813T000000,1,1.75,1010.0,10900,1.0,0,0.0,4,6.0,1010,0,1968,0,98019,47.7391,-121.982,1410,8359,2.837
809002435,20140808T000000,3,2.5,1940.0,4000,1.5,0,0.0,5,7.0,1940,0,1906,0,98109,47.6372,-122.352,1440,4000,7.25
9413600420,20140612T000000,3,2.25,2060.0,8640,1.0,0,0.0,4,8.0,2060,0,1966,0,98033,47.6534,-122.195,2030,9000,8.9
3754010040,20141023T000000,3,2.5,2020.0,7512,2.0,0,,4,8.0,2020,0,1981,0,98033,47.6927,-122.206,2410,8500,7.44
8924100370,20140915T000000,4,3.5,3590.0,5335,2.0,0,2.0,3,9.0,3140,450,2006,0,98115,47.6762,-122.267,2100,6250,12.05
8044050040,20140807T000000,4,2.5,2260.0,5164,2.0,0,,3,8.0,2260,0,1996,0,98056,47.509,-122.166,2260,5866,4.1995
7760400880,20140929T000000,4,2.5,2040.0,11841,2.0,0,0.0,3,,2040,0,1994,0,98042,47.3691,-122.074,1730,8808,2.4
321049193,20141017T000000,3,2.0,1760.0,9282,1.0,0,0.0,5,,1100,660,1947,0,98001,47.3413,-122.29,1730,7500,2.15
2211300260,20150313T000000,3,2.5,,4050,2.0,0,0.0,3,8.0,2828,0,2013,0,98030,47.382,-122.197,2513,4507,3.67
1721801280,20150304T000000,2,0.75,900.0,3527,1.0,0,0.0,3,6.0,900,0,1939,0,98146,47.5083,-122.336,1220,4080,2.3
3530410020,20150114T000000,2,1.75,1090.0,3272,1.0,0,0.0,5,,1090,0,1970,0,98198,47.3794,-122.32,1160,5475,2.65
5317100530,20140827T000000,4,3.0,3050.0,6179,2.0,0,0.0,4,9.0,2330,720,1926,0,98112,47.6253,-122.284,3020,6505,14.75
4139440460,20141118T000000,4,2.5,2660.0,8469,2.0,0,0.0,3,10.0,2660,0,1994,0,98006,47.5529,-122.12,2920,10697,7.51305
2608300103,20150126T000000,3,2.5,1020.0,2040,2.0,0,0.0,3,7.0,720,300,2004,0,98106,47.5294,-122.361,1060,1478,2.25
9818700215,20150330T000000,5,2.0,2000.0,3000,1.5,0,0.0,3,6.0,1200,800,1931,0,98122,47.6028,-122.298,1330,4000,4.64
3295750550,20141124T000000,3,2.0,1760.0,6600,1.0,0,0.0,3,7.0,1760,0,1998,0,98030,47.3836,-122.184,2590,6600,2.9
1549500272,20140609T000000,3,2.5,2630.0,77972,2.0,0,,3,9.0,2630,0,2004,0,98019,47.745,-121.916,2250,75794,6.0
4123830480,20140610T000000,4,2.75,1940.0,6555,2.0,0,,3,8.0,1940,0,1990,0,98038,47.3701,-122.041,1840,6912,3.92
6608500290,20141024T000000,3,2.5,1430.0,10200,1.0,0,0.0,3,7.0,1430,0,1960,0,98033,47.7012,-122.166,1470,10350,4.05
