"Date","Customer_Age","Customer_Gender","Country","State","Product","Order_Quantity"
"2023-01-26",24,"F","France","Seine Saint Denis","AC_104",11
"2021-06-27",23,"F","Canada","British Columbia","AC_104",11
"2022-12-24",31,"M","Canada","British Columbia","AC_105",1
"2022-11-24",34,"F","France","Seine Saint Denis","AC_105",25
"2022-12-09",20,"M","France","Yveline","AC_105",19
"2020-12-12",22,"M","France","Seine (Paris)","AC_105",19
"2022-12-12",22,"M","France","Seine (Paris)","AC_105",21
"2022-10-19",23,"M","United Kingdom","England","AC_104",13
"2021-05-28",22,"F","Germany","Nordrhein-Westfalen","AC_103",23
"2022-11-02",31,"F","Canada","British Columbia","AC_105",29
"2020-11-22",31,"F","Canada","British Columbia","AC_105",22
"2023-07-17",31,"F","Canada","British Columbia","AC_105",2
"2021-06-11",73,"F","Canada","British Columbia","AC_103",1
"2023-06-11",73,"F","Canada","British Columbia","AC_103",9
"2020-07-20",30,"M","United States","California","AC_105",1
"2022-11-06",30,"M","United States","California","AC_105",3
"2020-11-17",30,"M","United States","California","AC_105",2
"2020-12-08",30,"M","United States","California","AC_105",17
"2023-03-27",30,"M","United States","California","AC_105",22
"2022-08-04",29,"M","Australia","New South Wales","AC_105",5
"2022-08-04",29,"M","Australia","New South Wales","AC_105",4
"2022-09-05",29,"M","Australia","New South Wales","AC_105",19
"2020-08-07",39,"M","Australia","South Australia","AC_104",11
"2021-02-17",39,"M","Australia","South Australia","AC_104",18
"2020-10-14",34,"M","Australia","Victoria","AC_105",17
"2022-10-14",34,"M","Australia","Victoria","AC_105",6
"2023-02-28",34,"M","Australia","Victoria","AC_105",4
"2023-01-14",36,"F","Australia","Queensland","AC_104",13
"2023-04-30",36,"F","Australia","Queensland","AC_104",13
"2020-08-24",62,"F","Australia","Victoria","AC_105",28
"2022-09-10",44,"F","Australia","Victoria","AC_103",26
"2020-10-07",18,"M","Canada","British Columbia","AC_103",9
"2020-12-08",53,"M","United States","California","AC_105",29
"2021-06-11",53,"M","United States","California","AC_105",29
"2023-06-11",53,"M","United States","California","AC_105",30
"2020-08-25",52,"F","Canada","British Columbia","AC_105",19
"2022-08-14",39,"M","United Kingdom","England","AC_105",9
"2023-01-10",41,"F","Germany","Nordrhein-Westfalen","AC_105",29
"2021-04-19",42,"F","France","Seine Saint Denis","AC_104",28
"2020-08-09",59,"M","Canada","British Columbia","AC_105",12
"2021-01-21",59,"M","Canada","British Columbia","AC_105",4
"2021-06-13",59,"M","Canada","British Columbia","AC_105",5
"2021-06-25",58,"F","United States","California","AC_104",28
"2022-09-17",42,"M","Germany","Nordrhein-Westfalen","AC_103",14
"2022-12-12",42,"M","Germany","Nordrhein-Westfalen","AC_103",11
"2020-09-10",20,"M","Australia","Queensland","AC_103",8
"2022-11-06",20,"M","Australia","Queensland","AC_103",26
"2021-01-20",20,"M","Australia","Queensland","AC_103",15
"2021-02-15",20,"M","Australia","Queensland","AC_103",21
"2022-07-12",38,"M","United Kingdom","England","AC_105",10
"2022-07-31",38,"M","United Kingdom","England","AC_105",17
"2022-12-28",38,"M","United Kingdom","England","AC_105",23
"2021-03-28",38,"M","United Kingdom","England","AC_105",13
"2023-02-14",27,"F","France","Charente-Maritime","AC_105",17
"2020-09-02",53,"M","Germany","Brandenburg","AC_104",26
"2022-09-02",53,"M","Germany","Brandenburg","AC_104",26
"2021-06-28",51,"M","Germany","Hessen","AC_104",27
"2022-10-27",43,"M","France","Val d'Oise","AC_104",16
"2020-10-06",43,"F","France","Moselle","AC_105",19
"2022-11-13",43,"F","France","Moselle","AC_105",2
"2023-02-18",43,"M","United Kingdom","England","AC_103",28
"2023-02-26",43,"M","United Kingdom","England","AC_103",19
"2021-03-20",43,"M","United Kingdom","England","AC_103",25
"2021-03-20",43,"M","United Kingdom","England","AC_103",5
"2021-06-05",43,"M","United Kingdom","England","AC_103",7
"2021-07-28",43,"M","United Kingdom","England","AC_103",27
"2022-09-19",46,"M","France","Hauts de Seine","AC_104",22
"2022-09-19",46,"M","France","Hauts de Seine","AC_104",2
"2021-06-26",48,"M","Germany","Hamburg","AC_104",22
"2021-06-11",21,"F","Australia","Victoria","AC_105",24
"2021-02-13",24,"M","Australia","Victoria","AC_105",28
"2021-02-26",24,"M","Australia","Victoria","AC_105",10
"2023-03-28",24,"M","Australia","Victoria","AC_105",27
"2021-06-30",24,"F","United Kingdom","England","AC_104",23
"2020-11-25",27,"M","Germany","Saarland","AC_105",26
"2021-02-24",26,"M","Germany","Nordrhein-Westfalen","AC_104",28
"2022-10-17",29,"M","Germany","Saarland","AC_105",13
"2023-01-20",29,"M","United Kingdom","England","AC_105",23
"2020-07-04",33,"F","Germany","Hamburg","AC_104",13
"2020-07-21",31,"F","France","Seine (Paris)","AC_105",25
"2022-07-21",31,"F","France","Seine (Paris)","AC_105",7
"2023-02-19",33,"M","Germany","Hessen","AC_105",2
"2022-12-31",22,"F","United Kingdom","England","AC_105",18
"2022-11-08",57,"M","France","Hauts de Seine","AC_105",13
"2021-03-05",57,"F","Germany","Nordrhein-Westfalen","AC_105",26
"2021-03-01",58,"F","United Kingdom","England","AC_105",4
"2023-04-15",56,"F","France","Seine Saint Denis","AC_103",12
"2023-04-07",55,"F","France","Seine (Paris)","AC_105",28
"2021-06-29",37,"M","United Kingdom","England","AC_103",16
"2021-06-25",27,"M","France","Yveline","AC_103",30
"2021-05-21",28,"F","France","Seine et Marne","AC_105",9
"2023-01-08",29,"M","France","Garonne (Haute)","AC_105",11
"2021-06-14",50,"M","France","Seine (Paris)","AC_103",22
"2023-06-14",50,"M","France","Seine (Paris)","AC_103",22
"2021-05-20",50,"F","France","Seine Saint Denis","AC_105",17
"2020-11-17",26,"F","Australia","Queensland","AC_104",15
"2020-11-22",26,"F","Australia","Queensland","AC_104",12
"2021-05-09",23,"F","France","Moselle","AC_105",14
"2021-05-15",23,"F","France","Seine (Paris)","AC_103",27
"2023-05-15",23,"F","France","Seine (Paris)","AC_103",23
"2022-12-14",23,"M","France","Hauts de Seine","AC_105",17
"2022-10-08",17,"F","Germany","Nordrhein-Westfalen","AC_105",8
"2020-08-05",17,"M","Germany","Saarland","AC_103",4
"2021-04-12",26,"F","Germany","Hamburg","AC_103",20
"2022-09-29",27,"F","France","Essonne","AC_103",8
"2021-04-08",29,"M","France","Hauts de Seine","AC_105",21
"2023-04-08",29,"M","France","Hauts de Seine","AC_105",10
"2023-05-24",31,"M","Germany","Hamburg","AC_105",5
"2023-05-01",20,"M","Germany","Bayern","AC_105",26
"2020-08-30",27,"F","United States","Oregon","AC_105",4
"2020-08-21",31,"F","United States","California","AC_105",10
"2022-12-03",31,"F","United States","California","AC_105",9
"2022-12-11",31,"F","United States","California","AC_105",6
"2021-03-31",31,"F","United States","California","AC_105",28
"2021-04-29",31,"F","United States","California","AC_105",5
"2023-05-04",31,"F","United States","California","AC_105",15
"2023-05-04",31,"F","United States","California","AC_105",2
"2023-06-09",31,"F","United States","California","AC_105",27
"2022-11-21",35,"F","Canada","British Columbia","AC_103",19
"2021-05-04",35,"F","Canada","British Columbia","AC_103",22
"2022-09-17",35,"M","Canada","British Columbia","AC_105",29
"2020-10-09",35,"M","Canada","British Columbia","AC_105",24
"2021-01-13",35,"M","Canada","British Columbia","AC_105",25
"2023-03-11",35,"M","Canada","British Columbia","AC_105",10
"2023-03-17",35,"M","Canada","British Columbia","AC_105",17
"2021-04-05",35,"M","Canada","British Columbia","AC_105",2
"2021-05-14",35,"M","Canada","British Columbia","AC_105",17
"2021-05-19",35,"M","Canada","British Columbia","AC_105",26
"2021-05-19",35,"M","Canada","British Columbia","AC_105",16
"2023-05-19",35,"M","Canada","British Columbia","AC_105",24
"2021-03-04",37,"M","Canada","British Columbia","AC_105",6
"2023-03-04",37,"M","Canada","British Columbia","AC_105",7
"2020-11-12",31,"F","Australia","Victoria","AC_104",30
"2022-10-13",21,"M","United States","California","AC_103",11
"2023-07-15",21,"M","United States","California","AC_103",13
"2023-07-20",21,"M","United States","California","AC_103",17
"2022-12-30",24,"M","Canada","British Columbia","AC_103",29
"2021-07-03",24,"M","Canada","British Columbia","AC_103",18
"2022-09-13",35,"F","Australia","Victoria","AC_105",17
"2021-07-23",44,"F","Australia","South Australia","AC_103",25
"2023-04-23",56,"F","Australia","New South Wales","AC_104",29
"2021-03-20",56,"M","Australia","Victoria","AC_104",22
"2021-04-01",54,"M","Canada","British Columbia","AC_105",9
"2021-02-13",51,"F","United States","Texas","AC_105",21
"2021-03-13",48,"M","Canada","British Columbia","AC_105",29
"2020-12-18",41,"F","France","Nord","AC_103",11
"2022-12-18",41,"F","France","Nord","AC_103",13
"2022-12-18",41,"F","France","Nord","AC_103",8
"2022-11-10",41,"F","Germany","Bayern","AC_104",22
"2023-03-06",65,"F","Canada","British Columbia","AC_105",3
"2023-04-20",64,"M","Canada","British Columbia","AC_105",12
"2021-02-01",57,"F","United States","Oregon","AC_103",24
"2021-01-20",50,"F","United States","Washington","AC_105",21
"2021-05-06",47,"F","United States","Oregon","AC_103",16
"2022-11-13",46,"M","United States","Oregon","AC_103",15
"2020-12-26",40,"M","France","Nord","AC_105",5
"2020-12-28",40,"M","France","Nord","AC_105",23
"2020-12-01",42,"F","Germany","Nordrhein-Westfalen","AC_105",1
"2020-12-24",42,"F","Germany","Nordrhein-Westfalen","AC_105",29
"2023-03-01",42,"F","Germany","Nordrhein-Westfalen","AC_105",31
"2020-12-06",33,"F","United Kingdom","England","AC_105",3
"2020-12-09",60,"M","United Kingdom","England","AC_105",30
"2021-06-26",39,"M","Germany","Nordrhein-Westfalen","AC_103",4
"2022-10-04",28,"F","France","Loiret","AC_104",13
"2022-12-03",51,"M","Germany","Bayern","AC_103",5
"2021-05-19",43,"F","Germany","Nordrhein-Westfalen","AC_104",26
"2023-05-19",43,"F","Germany","Nordrhein-Westfalen","AC_104",25
"2021-02-21",44,"M","France","Seine Saint Denis","AC_105",18
"2023-02-21",44,"M","France","Seine Saint Denis","AC_105",20
"2022-08-03",46,"F","United Kingdom","England","AC_105",23
"2023-01-13",46,"F","United Kingdom","England","AC_105",20
"2020-12-14",48,"M","Germany","Bayern","AC_104",10
"2020-12-14",48,"M","Germany","Bayern","AC_104",23
"2020-07-24",25,"F","Australia","New South Wales","AC_104",21
"2022-10-29",25,"F","Australia","New South Wales","AC_104",13
"2021-01-27",25,"F","Australia","New South Wales","AC_104",20
"2023-01-28",25,"F","Australia","New South Wales","AC_104",3
"2023-05-03",25,"F","Australia","New South Wales","AC_104",12
"2021-01-05",26,"M","Australia","New South Wales","AC_105",4
"2021-04-02",26,"M","Australia","New South Wales","AC_105",12
"2021-04-06",26,"M","Australia","New South Wales","AC_105",5
"2022-10-22",26,"M","Germany","Saarland","AC_105",14
"2021-02-20",26,"M","Germany","Saarland","AC_105",4
"2023-02-20",26,"M","Germany","Saarland","AC_105",6
"2020-08-12",23,"F","United States","Washington","AC_105",19
"2022-08-31",23,"F","United States","Washington","AC_105",19
"2020-12-09",23,"F","United States","Washington","AC_105",27
"2022-12-09",23,"F","United States","Washington","AC_105",4
"2020-12-20",23,"F","United States","Washington","AC_105",8
"2022-09-27",42,"M","United States","Washington","AC_105",28
"2022-12-12",38,"F","Canada","British Columbia","AC_103",5
"2021-01-23",38,"F","Canada","British Columbia","AC_103",26
"2021-01-23",38,"F","Canada","British Columbia","AC_103",12
"2023-01-23",38,"F","Canada","British Columbia","AC_103",25
"2023-07-21",38,"F","Canada","British Columbia","AC_103",20
"2021-04-17",29,"M","Germany","Hamburg","AC_103",13
"2021-05-19",29,"M","Germany","Hamburg","AC_103",1
"2023-04-09",30,"M","Germany","Hessen","AC_105",16
"2020-12-04",30,"F","Germany","Hamburg","AC_105",5
"2021-04-17",30,"F","Germany","Hamburg","AC_105",22
"2020-09-04",33,"M","Germany","Hamburg","AC_105",28
"2020-11-29",33,"M","France","Val de Marne","AC_105",30
"2022-11-29",33,"M","France","Val de Marne","AC_105",13
"2020-11-19",35,"M","Germany","Bayern","AC_105",12
"2020-12-15",35,"M","Germany","Bayern","AC_105",3
"2021-04-06",26,"F","United States","Oregon","AC_105",26
"2021-04-19",28,"M","United States","Oregon","AC_105",23
"2023-04-19",28,"M","United States","Oregon","AC_105",24
"2021-05-20",28,"M","United States","Oregon","AC_105",21
"2022-12-24",29,"F","United States","Washington","AC_105",24
"2021-05-31",29,"F","United States","Washington","AC_105",15
"2023-06-24",29,"F","United States","Washington","AC_105",6
"2021-01-08",53,"M","Australia","New South Wales","AC_105",3
"2020-10-08",23,"M","United States","Washington","AC_103",14
"2023-04-23",23,"M","United States","Washington","AC_103",16
"2023-06-07",23,"M","United States","Washington","AC_103",16
"2023-07-21",23,"M","United States","Washington","AC_103",24
"2021-02-15",24,"F","United States","Washington","AC_105",9
"2023-03-21",24,"F","United States","Washington","AC_105",7
"2020-10-22",42,"M","Australia","New South Wales","AC_105",23
"2023-06-10",35,"M","Australia","Victoria","AC_103",31
"2021-06-16",35,"M","Australia","Victoria","AC_103",16
"2021-06-16",35,"M","Australia","Victoria","AC_103",7
"2023-06-16",35,"M","Australia","Victoria","AC_103",4
"2021-07-14",35,"M","Australia","Victoria","AC_103",4
"2021-07-14",35,"M","Australia","Victoria","AC_103",12
"2022-08-09",31,"M","Australia","Tasmania","AC_105",10
"2020-09-30",55,"F","Australia","New South Wales","AC_104",30
"2022-09-30",55,"F","Australia","New South Wales","AC_104",18
"2021-02-02",55,"F","Australia","New South Wales","AC_104",19
"2023-03-01",54,"F","Australia","New South Wales","AC_105",23
"2020-10-21",38,"F","United Kingdom","England","AC_104",28
"2021-02-11",38,"F","United Kingdom","England","AC_104",5
"2021-04-18",38,"F","United Kingdom","England","AC_104",20
"2022-12-23",47,"M","France","Seine Saint Denis","AC_105",20
"2022-07-24",48,"M","United Kingdom","England","AC_105",19
"2023-01-12",48,"M","United Kingdom","England","AC_105",29
"2021-02-01",22,"F","Australia","South Australia","AC_103",21
"2022-11-05",23,"F","Australia","New South Wales","AC_103",20
"2021-04-24",23,"F","Australia","New South Wales","AC_103",11
"2020-07-28",43,"M","Australia","Victoria","AC_104",8
"2022-12-27",43,"M","Australia","Victoria","AC_104",2
"2023-02-08",43,"M","Australia","Victoria","AC_104",3
"2022-07-29",42,"M","Australia","South Australia","AC_103",15
"2022-10-08",42,"F","Australia","Queensland","AC_104",1
"2021-03-01",42,"F","Australia","Queensland","AC_104",6
"2020-08-02",40,"M","Canada","British Columbia","AC_104",19
"2022-08-02",40,"M","Canada","British Columbia","AC_104",21
"2020-08-07",40,"M","Canada","British Columbia","AC_104",23
"2020-08-31",40,"M","Canada","British Columbia","AC_104",5
"2022-12-07",40,"M","Canada","British Columbia","AC_104",22
"2021-05-07",40,"M","Canada","British Columbia","AC_104",17
"2021-05-13",40,"M","Canada","British Columbia","AC_104",26
"2023-06-13",40,"M","Canada","British Columbia","AC_104",14
"2021-07-20",40,"M","Canada","British Columbia","AC_104",21
"2021-03-28",40,"F","France","Essonne","AC_105",29
"2020-07-24",40,"M","Germany","Hessen","AC_104",27
"2023-01-22",40,"M","Germany","Hessen","AC_104",24
"2023-01-10",60,"F","United States","California","AC_105",14
"2021-03-29",54,"M","France","Seine Saint Denis","AC_105",21
"2022-10-05",26,"M","Canada","British Columbia","AC_103",26
"2021-02-23",26,"M","Canada","British Columbia","AC_103",22
"2023-02-23",26,"M","Canada","British Columbia","AC_103",25
"2021-04-28",26,"M","Canada","British Columbia","AC_103",17
"2022-09-28",30,"F","Canada","British Columbia","AC_105",18
"2020-12-16",30,"F","Canada","British Columbia","AC_105",5
"2021-03-10",30,"F","Canada","British Columbia","AC_105",6
"2023-07-19",30,"F","Canada","British Columbia","AC_105",19
"2022-12-25",33,"F","Canada","British Columbia","AC_105",14
"2020-09-02",36,"M","Canada","British Columbia","AC_103",15
"2021-04-20",28,"M","Australia","Queensland","AC_104",9
"2021-05-18",28,"M","Australia","Queensland","AC_104",15
"2021-05-31",28,"M","Australia","Queensland","AC_104",8
"2023-01-01",29,"F","Australia","Queensland","AC_104",8
"2021-02-08",29,"F","Australia","Queensland","AC_104",30
"2021-06-26",29,"F","Australia","Queensland","AC_104",4
"2021-06-25",27,"M","France","Loir et Cher","AC_105",26
"2022-08-15",31,"M","United States","Washington","AC_105",21
"2020-08-27",31,"M","United States","Washington","AC_105",30
"2022-09-13",31,"M","United States","Washington","AC_105",18
"2021-02-06",31,"M","United States","Washington","AC_105",8
"2023-02-06",31,"M","United States","Washington","AC_105",9
"2021-06-24",31,"M","United States","Washington","AC_105",13
"2022-11-24",39,"M","Canada","British Columbia","AC_103",18
"2021-03-26",39,"M","Canada","British Columbia","AC_103",27
"2023-01-01",30,"F","United Kingdom","England","AC_105",5
"2023-02-12",30,"M","Germany","Bayern","AC_103",16
"2022-12-21",20,"F","Germany","Saarland","AC_103",9
"2021-01-25",22,"M","United Kingdom","England","AC_105",15
"2021-03-05",22,"M","United Kingdom","England","AC_105",26
"2021-05-29",22,"M","United Kingdom","England","AC_105",5
"2023-02-07",23,"F","United Kingdom","England","AC_105",24
"2023-03-15",23,"F","United Kingdom","England","AC_105",2
"2023-03-15",23,"F","United Kingdom","England","AC_105",7
"2023-03-15",23,"F","United Kingdom","England","AC_105",20
"2021-05-13",23,"F","United Kingdom","England","AC_105",30
"2020-08-13",22,"F","United States","Oregon","AC_105",27
"2022-11-21",41,"M","Canada","British Columbia","AC_105",29
"2021-02-19",41,"M","Canada","British Columbia","AC_105",8
"2021-04-11",41,"M","Canada","British Columbia","AC_105",15
"2022-09-09",29,"M","France","Seine Saint Denis","AC_105",6
"2022-09-09",29,"M","France","Seine Saint Denis","AC_105",19
"2022-09-15",29,"M","France","Seine Saint Denis","AC_105",21
"2023-02-16",30,"M","France","Seine Saint Denis","AC_103",15
"2023-02-02",32,"M","France","Seine Saint Denis","AC_105",29
"2021-05-13",19,"M","Germany","Hamburg","AC_103",4
"2023-05-13",19,"M","Germany","Hamburg","AC_103",24
"2020-12-23",28,"F","United Kingdom","England","AC_105",26
"2021-01-06",28,"F","United Kingdom","England","AC_105",13
"2021-06-01",28,"F","United Kingdom","England","AC_105",2
"2023-06-01",28,"F","United Kingdom","England","AC_105",13
"2021-06-19",28,"F","United Kingdom","England","AC_105",15
"2023-04-18",28,"F","France","Seine Saint Denis","AC_105",2
"2021-02-19",53,"M","France","Seine (Paris)","AC_105",17
"2023-03-10",53,"M","France","Seine (Paris)","AC_105",26
"2020-12-17",53,"F","France","Seine (Paris)","AC_105",1
"2020-12-17",53,"F","France","Seine (Paris)","AC_105",2
"2021-02-12",52,"F","United Kingdom","England","AC_105",28
"2023-02-12",52,"F","United Kingdom","England","AC_105",20
"2021-03-30",52,"F","United Kingdom","England","AC_105",2
"2023-05-17",52,"F","United Kingdom","England","AC_105",5
"2020-09-01",54,"F","United States","Washington","AC_103",18
"2022-09-01",54,"F","United States","Washington","AC_103",17
"2021-02-15",54,"F","United States","Washington","AC_103",11
"2021-03-29",22,"M","United States","Oregon","AC_103",16
"2021-05-14",22,"M","United States","Oregon","AC_103",28
"2021-01-17",22,"F","United States","California","AC_105",2
"2021-02-04",22,"F","United States","California","AC_105",18
"2022-10-09",37,"F","Australia","Victoria","AC_105",17
"2020-11-18",53,"F","Canada","British Columbia","AC_105",1
"2021-06-19",49,"F","United States","New York","AC_105",5
"2020-08-22",45,"M","United States","Washington","AC_105",12
"2020-09-26",45,"M","United States","Washington","AC_105",1
"2023-02-15",45,"M","United States","Washington","AC_105",1
"2022-08-24",32,"F","United States","California","AC_103",8
"2022-10-13",32,"F","United States","California","AC_103",8
